daysPostSettlement,date,timePoint,rackNumber,plugNumber,plugColor,trainedEyeCounts,untrainedEyeCounts,taglabCount
27,2023-09-14,4,3,33,pink,3,3,3
27,2023-09-14,4,3,34,purple,7,6,7
27,2023-09-14,4,3,35,pink,1,1,1
27,2023-09-14,4,3,36,purple,7,7,7
27,2023-09-14,4,3,37,pink,0,0,0
27,2023-09-14,4,3,38,purple,1,1,1
27,2023-09-14,4,3,39,pink,5,5,5
27,2023-09-14,4,3,40,purple,4,4,4
27,2023-09-14,4,3,41,pink,1,1,1
27,2023-09-14,4,3,42,purple,7,8,8
27,2023-09-14,4,3,43,pink ,6,6,6
27,2023-09-14,4,3,44,purple,6,6,6
